,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
190,8139,Kotturpuram,Chennai,Ciclo Cafe,1100,4.4,1000,"['Continental', 'Italian', 'Italian-American']",Alwarpet,71
191,8175,Paschim Vihar,Delhi,Chawla Kitchen,500,3.8,500,"['Chinese', 'Mughlai', 'Indian', 'Snacks', 'Popular Brand Store', 'Fast Food']",Punjabi Bagh,48
192,8205,Habsiguda,Hyderabad,Taste Of India,600,4.2,20,"['North Indian', 'Chinese', 'Continental']",Habsiguda Main Road,67
193,8213,Uppal,Hyderabad,Crunchy'S,150,3.8,20,"['Italian', 'American']",Uppal Ring Road,72
194,8241,Indiranagar,Bangalore,Paris Panini - French Street Food,450,4.4,1000,"['French', 'Street Food']",Hal 3Rd Stage,57
195,8272,Alwarpet,Chennai,Ashvita Bistro,500,4.1,20,"['Continental', 'Asian']",Alwarpet,69
196,8275,Alwarpet,Chennai,Gogo Momo,350,4.2,50,['Chinese'],Bava Road,65
197,8323,Punjabi Bagh,Delhi,Blue Water Grille,600,3.9,100,"['North Indian', 'Chinese', 'Continental', 'Fast Food']",Punjabi Bagh,68
198,8469,Kasba,Kolkata,Sheerazi,350,4.3,50,"['North Indian', 'Chinese']",Kasba,68
199,8501,Alwarpet,Chennai,Dhabba Express,500,4.0,100,"['Punjabi', 'North Indian', 'Chinese']",Cenotaph Road,62
200,8587,Barabazar Market,Kolkata,Royal Indian Hotel,450,4.3,1000,"['North Indian', 'Biryani', 'Mughlai']",Rabindra Sarani,36
201,8687,Manicktala,Kolkata,Urbans Cafe,350,4.2,20,"['Chinese', 'Mexican', 'Continental']",Near Balika Shiksha Sadan,46
202,8688,Punjagutta,Hyderabad,Friends Shawarma,200,4.3,100,['Lebanese'],Road No 3,61
203,8698,Maniktala,Kolkata,New Paul Dhaba,400,3.9,1000,"['North Indian', 'Chinese']",Maniktala,42
204,8708,Esplanade,Kolkata,Lazzat,300,4.1,100,['Chinese'],Pearl Road Lower Range Beck Bagan,50
205,8751,Kankurgachi,Kolkata,Caafe 360 Degree- Kakurgachi,500,3.9,100,"['Italian', 'Chinese']",C.I.T. Road,59
206,8766,Ashok Nagar,Bangalore,Beijing Bites,450,4.2,500,['Chinese'],Richmond Road,33
207,8856,Thousand Lights,Chennai,Ox & Tomato,500,4.4,50,"['Italian', 'Pizzas', 'Pastas', 'Desserts', 'Continental', 'Salads']",Opp To Ather Bike Showroom,55
208,8894,Mylapore,Chennai,Fresh Baked Goodness,250,4.7,500,['Bakery'],Mylapore,63
209,8912,Taltala,Kolkata,Subway,350,4.3,500,['Fast Food  Healthy Food  Salads  Snacks  Desserts  Beverages'],Park Street,49
210,8952,Alwarpet,Chennai,Absolute Thai,1400,4.4,100,"['Thai', 'Pan-Asian']",Teynampet,71
211,9014,West Marredpally,Hyderabad,Triple A Bakery,100,3.9,100,['Italian  Bakery'],West Marredpally Road,70
212,9035,Powaiandheri East,Mumbai,Forks And Spoons (Gourmet Chinese & Thai),200,4.1,100,"['Chinese', 'Thai', 'Pan-Asian', 'Oriental', 'Beverages', 'Snacks', 'Seafood', 'Mughlai', 'Tibetan', 'Combo', 'European', 'Turkish', 'Asian', 'British', 'Salads', 'German']",Andheri East,48
213,9052,Santacruz East,Mumbai,Subway,350,4.4,500,"['Fast Food', 'Salads', 'Snacks', 'Desserts', 'Beverages']",Central Plaza Kalina,29
214,9058,Thousand Lights,Chennai,Sandy'S,700,4.3,500,"['Desserts', 'Continental']",Wallace Garden,54
215,9098,Nungambakkam,Chennai,Mexicano Griller,800,3.9,20,"['Mexican', 'Continental']",Nungambakkam,64
216,9104,Vasanth Nagar,Bangalore,Rolls On Wheels,300,4.3,100,['Fast Food'],Cunnigham Road,38
217,9113,Thousand Lights,Chennai,Tuscana Pizzeria,1200,4.1,50,['Italian'],Nugambakkam,60
218,9121,Thousand Lights,Chennai,Mamagoto,900,4.3,100,"['Chinese', 'Asian', 'Pan-Asian', 'Thai', 'Oriental']",Nugambakkam,55
219,9127,Nungambakkam,Chennai,Eatza Pizza,600,4.1,20,"['Italian', 'Pizzas']",Nugambakkam,58
220,9215,Bidhannagar,Kolkata,Veg Dhaba,100,4.0,100,"['North Indian', 'Indian', 'Combo', 'Chinese', 'Healthy Food']",Salt Lake,58
221,9235,Kasba,Kolkata,Glace Patisserie,250,4.4,100,"['Desserts', 'Bakery', 'Salads', 'Continental', 'Fast Food', 'Snacks', 'Pastas']",Near Bondel Road Shitala Mandir,68
222,9250,Gopalapuram,Chennai,Bayleaf Otg (On The Go),250,4.4,100,"['Bengali', 'North Indian', 'Biryani', 'Street Food']",Gopalapuram,55
223,9292,Murad Nagar,Hyderabad,Food Zone 2,300,4.0,500,"['Mughlai', 'Chinese', 'Tandoor']",Guddimmalkapur Road,46
224,9304,Redhills,Hyderabad,Rayalaseema Ruchulu,450,4.0,500,"['South Indian', 'Biryani', 'Rayalaseema']",Lakdikapul,39
225,9317,Andheri East,Mumbai,Food Rush,550,4.0,500,"['Mughlai', 'North Indian', 'Chinese']",Andheri East,52
226,9344,Vadapalani,Chennai,King Sandwich,200,4.3,100,['Fast Food'],Kodambakkam,71
227,9368,Alwarpet,Chennai,Sachin Ka Dhabba,500,4.1,50,"['Punjabi', 'North Indian', 'Chinese']",Cenetoph Road,69
228,9371,Mohammed Wadi,Pune,Big Daddy'S,250,4.1,1000,"['Fast Food', 'American', 'Italian', 'Beverages']",Nibm Road,70
229,9390,Garfa,Kolkata,Maa Trinayani,200,4.2,100,"['Mughlai', 'Indian', 'Chinese', 'Biryani']",Near Lakhan Kuthir,88
230,9415,Ashok Nagar,Bangalore,Smoor,300,4.3,100,"['Desserts', 'Asian', 'Beverages', 'Bakery', 'Italian', 'Continental', 'Pizzas', 'Italian-American']",1Mg Road,49
231,9454,Kothrud,Pune,Cafe Eastwood,700,4.4,50,"['North Indian', 'Continental']",Chintamani Pride Near Citypride,58
232,9476,Kondhwa,Pune,Jazz Pizza,300,3.9,20,"['Italian', 'Pizzas', 'Fast Food']",Nibm Road,72
233,9502,T. Nagar,Chennai,10 Downing Street,1000,4.0,20,"['Indian', 'Continental', 'Tandoor']",T- Nagar,77
234,9577,Marol Sakinaka,Mumbai,The Bar Stock Exchange,1300,2.9,80,"['North Indian', 'Mexican', 'Continental', 'Italian']",Andheri East,59
235,9739,Pitampura,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),250,4.0,100,"['North Indian', 'Mughlai', 'Tandoor', 'Kebabs', 'Indian', 'Beverages', 'Biryani', 'Punjabi', 'Seafood', 'Afghani', 'Thalis', 'Combo', 'Snacks', 'Barbecue', 'Home Food', 'Lucknowi']",Nsp,53
236,9755,Pitam Pura,Delhi,Shake Square,250,3.9,50,"['Ice Cream', 'Beverages', 'Fast Food', 'Italian', 'Desserts']",Jd Block Ashiana Chowk,50
237,9757,Pitam Pura,Delhi,Shut Up & Eat,250,4.1,100,['Indian'],Nsp,27
238,9777,Near Rupbani Cinema,Kolkata,Koshe Kosha-Hatibagan,500,4.4,100,['Bengali'],Near Rupbani Cinema,43
239,9781,Bhowanipore,Kolkata,Bikers Cafe,1100,4.2,100,"['Italian', 'Desserts', 'Continental']",Near Forum Mall,65
240,9782,Bidhannagar,Kolkata,Legacy Of China,400,4.1,100,"['North Indian', 'Chinese', 'Fast Food']",Near Sdf Bus Stop,80
241,9786,East Kolkata Township,Kolkata,Royal Jade,450,4.5,500,['Chinese'],Near Siemens,76
242,9850,Thousand Lights,Chennai,The Marina,1500,4.4,100,['Seafood'],Nugambakkam,49
243,9862,Santacruz East,Mumbai,Pizza Hut,300,3.8,500,"['Pizzas', 'Fast Food']",Bkc,33
244,9883,Vadapalani,Chennai,Hotel Pandia'S,400,4.2,1000,"['Chettinad', 'North Indian', 'Chinese', 'South Indian', 'Biryani']",Vadapalani,77
245,9911,Ashok Nagar,Bangalore,Fresh Pressery Cafe,1000,4.2,100,"['Italian', 'Salads', 'Healthy Food', 'French']",Cbd,33
246,9923,Thousand Lights,Chennai,Bombay Brasserie,900,4.3,100,['Indian'],Nugambakkam,48
247,9932,Mylapore,Chennai,Kaidi Kitchen,900,4.5,100,"['North Indian', 'Chinese', 'Mexican', 'Italian', 'Thai', 'Lebanese']",Bishop Wallers Avenue,63
248,9979,South Kolkata,Kolkata,Chopstick - Ballygunge,400,3.7,100,['Chinese'],South Kolkata,64
249,9984,Lake Town,Kolkata,Chennai Xpress,300,4.1,500,"['South Indian', 'North Indian', 'Chinese', 'Beverages']",Near Hdfc Bank,74
250,10062,Somajiguda,Hyderabad,Kritunga Restaurant,500,4.0,1000,"['Biryani', 'Andhra', 'Rayalaseema', 'South Indian', 'North Indian', 'Chinese']",Somajiguda,52
251,10085,Murad Nagar,Hyderabad,Bakers Street,250,4.2,500,['Bakery  Continental'],Gudimalkatur Road,49
252,10094,Pulikeshi Nagar,Bangalore,Delicacy,400,4.2,500,"['Chinese', 'Thai']",Cox Town,56
253,10113,Anna Nagar,Chennai,Coco Jaunt 1728,500,4.3,50,"['Bakery', 'Cafe']",4Th Main Road,68
254,10178,Kilpauk,Chennai,Parfait Cakes N Bakes,300,3.5,20,"['Bakery', 'Desserts']",Manikeshwari Road,49
255,10186,Kilpauk,Chennai,Wangs Kitchen,350,4.1,100,"['Chinese', 'Fast Food', 'Asian']",Kellys,46
256,10208,Rohini,Delhi,Burger King,350,4.3,1000,"['American', 'Fast Food']",D Mall Twin District Center,35
257,10212,Ashok Nagar,Bangalore,Hotel Tom'S Restaurant,400,4.4,100,"['Mangalorean', 'Biryani', 'Seafood', 'Chinese', 'North Indian', 'Desserts', 'South Indian', 'Combo']",Brigade Road,35
258,10238,Ashok Nagar,Bangalore,Smoke House Deli,800,4.5,500,"['European', 'Italian', 'American', 'Pastas', 'Salads', 'Juices', 'Desserts', 'Combo']",Lavelle Road,39
259,10275,Anna Nagar,Chennai,Kim Ling,800,4.4,500,['Chinese'],Teja Tower,64
260,10285,Rohini,Delhi,Bombay Indianese Treat,300,2.9,80,['Chinese'],Prashant Vihar,61
261,10298,Sector 7 Rohini,Delhi,Chalte Firte Momos & Special Foods,200,3.8,100,"['Chinese', 'Fast Food', 'North Indian']",Sector 7,36
262,10312,Sector 8 Rohini,Delhi,Patiala Shahi Chicken Corner,400,4.1,100,"['North Indian', 'Beverages']",Sector 8,36
263,10323,Prashant Vihar Rohini,Delhi,Subway,350,4.1,500,"['Fast Food', 'Salads', 'Snacks', 'Desserts', 'Beverages']",Fun City Mall Prashant Vihar,53
264,10327,Sector 14 Rohini,Delhi,Pooran'S Ambala Wale,250,4.0,100,"['North Indian', 'Chinese']",Sector 14,48
265,10336,Rohini,Delhi,Chit Chat,300,4.3,20,"['North Indian', 'Chinese']",Dda Market Sector 13,50
266,10362,Shyam Bazar,Kolkata,Aminia- Hatibagan,500,4.3,1000,"['Biryani', 'Mughlai', 'North Indian', 'Indian', 'Kebabs', 'Tandoor']",Near Northland Nursing Home,50
267,10367,Shyam Bazar,Kolkata,Pizza Hut,350,4.1,1000,['Fast Food  Pizzas'],Shyambazar (218),49
268,10376,Jodhpur Park,Kolkata,Hanglaatherium,350,4.3,500,"['Biryani', 'Indian']",Near Sanhati Park,84
269,10389,Prashant Vihar Rohini,Delhi,Bombay Bar-Be-Que,400,4.2,100,['Indian'],Prashant Vihar,57
270,10475,Kachiguda,Hyderabad,Urban Munchies,150,2.9,80,"['Ice Cream', 'Desserts']",Adikmet Vidyanagar,42
271,10485,Visharant Wadi,Pune,Rk Pure Veg,300,3.8,500,"['Mughlai', 'North Indian', 'Chinese']",Tingre Nagar,62
272,10502,Visharant Wadi,Pune,Afc American Fried Chicken,300,4.0,100,['Fast Food'],Vishrantwadi Chowk,65
273,10522,Park Street Area,Kolkata,Flurys Park Street,1000,4.5,100,['Continental'],Park Street,45
274,10525,Ballygunge,Kolkata,The Wall,1300,4.1,100,"['Chinese', 'Seafood', 'Thai', 'Japanese']",Southern Avenue,75
275,10537,Mylapore,Chennai,Grill Box,600,4.3,100,"['Tandoor', 'North Indian', 'Chinese', 'South Indian']",Rk Salai,58
276,10549,Bkc,Mumbai,Brijwasi Sweets Original Since 1946,150,4.2,100,"['Street Food', 'Desserts', 'Sweets']",Bkc,43
277,10575,Langford Gardens,Bangalore,Pizza Hut,600,3.8,100,"['Pizzas', 'Fast Food']",O'Shngness Road,36
278,10601,Ballygunge,Kolkata,6 Ballygunge Place Ballygunge,1000,4.5,100,['Bengali'],Ballygunge,71
279,10730,Banjara Hills,Hyderabad,Radisson Blu Plaza Delivery,1200,3.7,20,"['Chinese', 'Biryani', 'North Indian']",Road No 6,82
280,10731,Near 7 Point Crossing,Kolkata,Arsalan Park Circus,700,4.3,1000,['Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi'],Near 7 Point Crossing,51
281,10750,Lakdikapul,Hyderabad,Shahji Ka Dhaba,400,4.3,100,"['North Indian', 'Chinese']",Veer Nagar,44
282,10806,Andheri East,Mumbai,Gurukripa,500,4.3,100,['North Indian  Chinese  Seafood'],Thunga Village,50
283,10834,T. Nagar,Chennai,Basil With A Twist,1500,4.1,50,"['Continental', 'European', 'Salads', 'Italian']",Habibullah Road,63
284,10847,Gultekdi,Pune,Kaveri,500,4.2,100,"['Maharashtrian', 'Punjabi', 'Seafood']",Market Yard,52
285,10852,Hadapsar,Pune,Indian Tadka - Taste Punjab Da,300,3.9,500,"['North Indian', 'Indian', 'Biryani', 'Chinese', 'Punjabi']",S.No. 181,76
286,10855,Ballygunge,Kolkata,Wise Owl Steak House,1000,4.0,50,"['Continental', 'European']",Purna Das Road Hindustan Park,75
287,10951,Mumbai,Mumbai,Hanuman Restaurant,700,4.5,100,"['Street Food', 'North Indian', 'Chinese', 'South Indian', 'Fast Food']",Near Cinemax,45
288,10972,Andheri East,Mumbai,Cocoon - Dragonfly Hotel,400,4.4,20,['North Indian  Chinese'],Chakala,59
289,11043,Alwarpet,Chennai,Truly Scrumptious,350,4.5,50,"['Ice Cream', 'Desserts', 'Bakery']",Ra Puram,69
290,11051,Kodambakkam,Chennai,Midnight Masala,300,3.8,50,"['North Indian', 'Chinese', 'Biryani']",Arcot Road,73
291,11092,Banjara Hills,Hyderabad,Karachi Bakery Banjara,200,4.1,1000,"['Bakery', 'Pizzas', 'Snacks', 'Chinese', 'Italian', 'American', 'Sweets', 'Desserts', 'Beverages']",Road No 1,56
292,11162,Dilsukhnagar,Hyderabad,Desi Pizza,200,3.9,20,['Pizzas'],P And T Colony Road,50
293,11188,Bibwewadi,Pune,Khushboo,500,4.3,50,"['North Indian', 'Chinese', 'Fast Food']",Kondhwa,56
294,11316,Anna Nagar,Chennai,Mainland China,850,4.3,500,"['Chinese', 'Oriental', 'Thai', 'Pan-Asian', 'Seafood', 'Asian', 'Desserts']",5Th Avenue,72
295,11322,Kodambakkam,Chennai,Kairali Kerala Mess,200,4.1,500,['Kerala'],Voc Main Road,77
296,11510,Khar West,Mumbai,Cairo Grill,400,3.8,20,['Lebanese  Middle Eastern'],3Rd Road,52
297,11553,Habsiguda,Hyderabad,Suruchi - The Family Restaurant,500,4.2,500,"['Biryani', 'North Indian', 'Chinese']",Habsiguda Circle,58
298,11615,Park Street Area,Kolkata,The 6 Russell Street,300,3.8,500,"['Street Food', 'Chinese']",Near Maidan Metro Station,54
299,11723,Gandhi Nagar,Chennai,Swiss Hutte,1200,2.9,80,"['Mediterranean', 'Seafood', 'Thai']",Greams Road,50
300,11834,Punjabi Bagh,Delhi,Grillz N Gravy,500,2.9,80,"['Chinese', 'Mughlai', 'Indian']",Club Road,69
301,11858,Ballygunge,Kolkata,The Corner Courtyard,1100,3.6,20,"['Italian', 'Continental']",Sarat Bose Road Near Hazra,73
302,11929,Chembur,Mumbai,Blisss,300,4.3,100,['Desserts  Fast Food  Bakery'],Central Avenue Road,43
303,11941,Chembur,Mumbai,The Golden Wok,1200,4.2,50,"['Chinese', 'Seafood']",Sion Trombay Road,48
304,11943,Chembur,Mumbai,Singh Saab,600,4.1,1000,"['North Indian', 'Chinese', 'Biryani', 'Punjabi', 'Desserts', 'Pan-Asian', 'Tandoor', 'Combo', 'Beverages', 'Indian', 'Grill']",Rc Marg,50
305,12020,Sector 11 Rohini,Delhi,U.S. Burger Point,200,3.7,50,['Italian'],Near Himalya Public School Sector 7,56
306,12046,Himayatnagar,Hyderabad,Subway,350,4.3,500,"['Fast Food', 'Salads', 'Snacks', 'Desserts', 'Beverages']",Himayath Nagar Road,33
307,12054,Wanowrie,Pune,The Garage Grill,400,4.3,100,"['Mughlai', 'Street Food']",Salunkhe Vihar Road,67
308,12181,Kasba Peth,Pune,Coconut Grove,1000,2.9,80,"['Chettinad', 'North Indian', 'Mangalorean', 'Seafood']",Ambedkar Bhavan Station Road,37
309,12401,Ashok Nagar,Bangalore,Portland Steak House,1500,4.1,50,"['American', 'European']",Off Mg Road,45
310,12434,Mumbai,Mumbai,J.J Jalebi,100,3.6,500,"['Desserts', 'Sweets']",Lbs Marg,25
311,12457,Park Street Area,Kolkata,Flavours Of China,1000,4.5,100,"['North Indian', 'Chinese']",Park Street,67
312,12458,Park Street Area,Kolkata,One Step Up,800,4.6,100,['Continental'],Park Street,61
313,12468,Mylapore,Chennai,The Brew Room,700,4.7,50,['Continental'],Rk Salai,56
314,12614,Royapettah,Chennai,Hotel Millath,350,4.4,100,"['Chinese', 'South Indian']",West Cott Road,43
315,12624,Thousand Lights,Chennai,Amadora Gourmet Ice Creams,300,4.7,500,"['Ice Cream', 'Desserts']",Wallace Garden,36
316,12785,Sector 10 Rohini,Delhi,Pind Balluchi,400,3.8,100,"['Mughlai', 'North Indian']",Metro Walk Mall,40
317,12952,Ballygunge,Kolkata,Zeeshan Park Circus,400,4.1,500,"['Desserts', 'Mughlai', 'Indian', 'Tandoor']",Near 7 Point Crossing,63
318,12953,College Square,Kolkata,Food Station College Street,500,4.5,50,['Indian  Chinese  South Indian  Continental'],Opp. Medical College Gate No. 1,39
319,13008,Anna Nagar,Chennai,Pantry D'Or,850,4.2,100,"['Italian', 'Continental']",6Th Avenue Main Road,65
320,13079,Shalimar Bagh,Delhi,Chawla'S (Shalimar Bagh),400,4.2,50,"['North Indian', 'Chinese']",Bt Market Opp. Axis Bank,64
321,13103,Sector 10 Rohini,Delhi,Berco'S,600,4.1,100,"['Chinese', 'Thai', 'Asian', 'Beverages', 'Desserts', 'Oriental', 'Seafood', 'Pan-Asian']",Metro Walk Mall,39
322,13179,Kothapet,Hyderabad,Kritunga Restaurant,500,4.0,1000,"['Biryani', 'Andhra', 'Rayalaseema', 'South Indian', 'North Indian', 'Chinese']",Dilsukhnagar Main Road,49
323,13219,Koramangala,Bangalore,Bistro Oui,800,4.2,100,['Continental'],5Th Block,59
324,13320,Nungambakkam,Chennai,Kumarakom,450,4.3,500,"['North Indian', 'Chinese', 'Kerala']",Parsn Complex,57
325,13434,Masab Tank,Hyderabad,Cafe 555 & Aqeeq Restaurant,300,3.9,5000,"['Biryani', 'North Indian', 'Chinese']",Owaisi Pura,46
326,13488,Alwarpet,Chennai,Frootster,150,4.1,100,"['Healthy Food', 'Fast Food', 'Beverages']",Cp Ramasaway,63
327,13500,Gopalapuram,Chennai,Mandarin Chinese Restaurant,350,4.0,500,['Chinese'],Gopalapuram,55
328,13506,Thousand Lights,Chennai,Rangi'S,500,4.3,100,['Chinese'],Nungumbakkam,53
329,13552,Banjara Hills,Hyderabad,Shadab Go,500,4.1,1000,"['North Indian', 'Biryani', 'Chinese']",Road No 3,68
330,13571,Ballygunge,Kolkata,Haji Saheb Park Circus,800,4.2,500,"['Mughlai', 'North Indian', 'Chinese']",Near Park Circus 7 Point Crossing,54
331,13578,Bidhannagar,Kolkata,The Sonnet,1200,2.9,80,"['Indian', 'Chinese', 'Continental']",Near Isl Hospital,67
332,13713,Thousand Lights,Chennai,Little Italy,1200,4.3,500,"['Pizzas', 'Salads', 'Combo', 'Italian', 'Mexican', 'Desserts', 'Beverages']",Wallace Garden,48
333,13806,Santacruz East,Mumbai,Mr. Chows,800,4.4,100,"['Chinese', 'Asian', 'Thai', 'Seafood']",Bkc,41
334,13940,Himayatnagar,Hyderabad,Eagles Pizza,150,3.7,500,['Pizzas'],Himayathnagar Road,32
335,14002,Jayamahal,Bangalore,Five Star Chicken,300,4.3,50,['Biryani'],Jayamahal Extension,46
336,14017,Thousand Lights,Chennai,Haagen Dazs,500,4.2,50,"['Ice Cream', 'Desserts']",Palavakkam,47
337,14107,Alwarpet,Chennai,Cafe De Paris,500,2.9,80,['Continental'],Alwarpet,69
338,14108,Alwarpet,Chennai,Sushi In A Box,1500,4.4,100,['Japanese'],Alwarpet,64
339,14133,New Alipore,Kolkata,New Punjabi Hotel Ajanta,300,4.2,1000,"['North Indian', 'Chinese']",Opp Ajanta Cinema,86
340,14160,Kondhwa,Pune,Shee Chinese,400,4.3,100,"['Chinese', 'Asian', 'Thai']",Kubera Park Lullanagar,59
341,14333,Andheri East,Mumbai,Cafe Coffee Day,300,3.9,50,['Beverages  Snacks  Desserts'],Gokul Regency,61
342,14725,Chetpet,Chennai,Le Wrap Factorie,200,4.4,20,"['Mexican', 'Continental']",Chetpet,57
343,14894,Madhura Nagar,Hyderabad,Rk Sweets And Juices,200,4.2,50,['Sweets  Desserts  Bakery  Beverages'],Madhuranagar,63
344,14920,Mylapore,Chennai,Pedreno'S,1000,4.1,20,"['Italian', 'Italian-American', 'American']",Rk Salai,60
345,14941,Aminjikarai,Chennai,Cafe Toastie Express,250,4.2,20,['Fast Food'],Nelson Manickam Road,66
346,15012,Lake Town,Kolkata,The Pind Punjabi Dhaba,500,4.3,500,"['Punjabi', 'North Indian', 'Tandoor', 'Biryani', 'Combo']",Near Reiance Fresh,75
347,15071,Wanowrie,Pune,The Fat And The Sexy Chef,500,3.9,20,"['American', 'Mexican']",Kedari Petrol Pump,78
348,15083,Wadgaon Sheri,Pune,The Bohemian Kitchen,300,4.5,100,"['American', 'Italian', 'Fast Food']",Opposite Water Tank Tempo Chowk Wadgaon Sheri,73
349,15089,Anand Nagar,Pune,One Way Paratha,250,4.3,100,"['North Indian', 'Fast Food']",Dahanukar Colony,73
350,15092,Anand Nagar,Pune,Pizza & Soup,500,2.9,80,"['Italian', 'Pizzas', 'Fast Food']",Anand Nagar,65
351,15121,Kothrud,Pune,Sudit Su'S Chinese,350,4.0,100,['Chinese'],Dahanukar Colony,59
352,15234,Paschim Vihar,Delhi,Hong Kong Express,450,4.3,100,"['Chinese', 'Thai']",Avtar Enclave Paschim Vihar,50
353,15265,Beleghata,Kolkata,Bake O Cake,400,4.2,100,"['Bakery', 'Continental', 'Fast Food', 'Desserts']",Subhash Sarovar Park,49
354,15268,Bhowanipore,Kolkata,The Country House,500,4.3,100,['Continental  Italian  Fast Food  Beverages  Desserts'],Near Forum Mall,57
355,15287,Andheri East,Mumbai,Punjab Depot,249,3.9,1000,"['North Indian', 'Tandoor', 'Mughlai', 'Biryani', 'Snacks', 'Desserts', 'Beverages', 'Combo']",Marolsakinaka,48
356,15367,Chembur,Mumbai,Art House - The Fern Residency,800,2.9,80,['Chinese  North Indian  Continental  Pan-Asian  Italian  American  Tandoor  Fast Food  Desserts'],Chembur,48
357,15372,Sion,Mumbai,Central Peninsula,400,4.4,100,"['North Indian', 'Chinese', 'South Indian']",Sion Circle,47
358,15409,Dum Dum,Kolkata,Noodle Oodle,600,4.1,100,['Chinese'],Opposite Diamond Plaza Mall,83
359,15420,Elgin,Kolkata,Handa'S Restaurant,300,3.0,20,['Indian  Chinese  Fast Food'],Near Park Clinic,50
360,15553,Poongavanapuram,Chennai,Anjappar,600,4.0,50,"['North Indian', 'Chinese', 'Chettinad', 'South Indian', 'Seafood']",Egmore,34
361,15567,Egmore,Chennai,Ponnusamy Hotel,600,4.2,100,"['Biryani', 'South Indian', 'Tandoor']",Ethiraj Salai,38
362,15617,Yerawada,Pune,Exotica,1100,4.1,20,"['North Indian', 'Chinese', 'Mediterranean', 'Continental']",Yerawada,64
363,15666,Rohini,Delhi,Behrouz Biryani,500,4.2,500,"['Biryani', 'Mughlai', 'Lucknowi', 'Hyderabadi', 'Kebabs', 'North Indian', 'Persian', 'Desserts']",Sector 8,38
364,15706,Park Street Area,Kolkata,Oasis,900,4.3,20,"['Indian', 'Chinese', 'Continental']",Near Park Hotel,61
365,15794,Sion,Mumbai,Hazara Restaurant & Bar,600,4.0,20,['Mughlai  North Indian  Chinese  Seafood'],Koliwada,53
366,15837,Bandra Area,Mumbai,Pizzaexpress,1000,4.2,100,"['Pizzas', 'Pastas', 'Italian', 'European', 'Salads', 'Continental', 'Desserts', 'Beverages']",Bandra Area,43
367,15846,Rohini,Delhi,Faasos,200,4.1,100,"['Combo', 'Snacks', 'Beverages', 'Desserts', 'Indian']",Sector 8,46
368,15923,Choolaimedu,Chennai,Cafe Chef'S Paradise,450,4.2,20,"['Italian', 'Chinese', 'Continental', 'Indian']",Choolaimedu,67
369,15955,Sadashiv Peth,Pune,Hotel Malwani Solkadi,500,2.9,80,['Maharashtrian'],Off Tilak Road,44
370,15963,T. Nagar,Chennai,New Andhra Meals Hotel,400,4.4,500,"['Andhra', 'South Indian']",T Nagar,69
371,16022,New Nallakunta,Hyderabad,New Astoria Restaurant,450,3.8,100,"['Chinese', 'Biryani']",Rtc Cross Road,34
372,16102,Taltala,Kolkata,Kasturi Restaurant,500,4.1,100,['Bengali'],Near New Market,59
373,16107,Ballygunge,Kolkata,Kasturi Restaurant,500,4.3,500,['Bengali'],Near Spencers Gariahat,72
374,16118,Kondhwa,Pune,Cafe Zam Zam,250,4.1,1000,"['Mughlai', 'North Indian', 'Chinese', 'Fast Food', 'Biryani']",Kondhwa,64
